,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
111901,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Ghaloti BO,141419,BO,Delivery,LUDHIANA,PUNJAB,30.716852,75.970998
111914,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dhulkot BO,141204,BO,Delivery,LUDHIANA,PUNJAB,30.372127,76.800545
111949,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Kalakh BO,141204,BO,Delivery,LUDHIANA,PUNJAB,30.716021,75.785112
111950,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Pohiar BO,141204,BO,Delivery,LUDHIANA,PUNJAB,30.694965,75.849038
111951,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Alamgir BO,141116,BO,Delivery,LUDHIANA,PUNJAB,30.801156,75.0858119
111952,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Phalewal BO,141202,BO,Delivery,LUDHIANA,PUNJAB,30.722743,75.744417
111953,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Allona Pallah BO,141414,BO,Delivery,LUDHIANA,PUNJAB,30.679098,76.044268
111954,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Jallajan BO,141414,BO,Delivery,LUDHIANA,PUNJAB,30.632943,76.073275
111955,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rajewal BO,141414,BO,Delivery,LUDHIANA,PUNJAB,30.653488,76.145766
111956,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rauni BO,141415,BO,Delivery,LUDHIANA,PUNJAB,30.598655,76.088501
111957,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Natt BO,141122,BO,Delivery,LUDHIANA,PUNJAB,30.045939,75.101264
111958,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Chhandran BO,141113,BO,Delivery,LUDHIANA,PUNJAB,30.849137,76.060107
111959,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Budhewal BO,141112,BO,Delivery,LUDHIANA,PUNJAB,30.907622,75.997844
111960,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rangowal BO,141205,BO,Delivery,LUDHIANA,PUNJAB,30.697517,75.770579
111961,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Jodhwal BO,141115,BO,Delivery,LUDHIANA,PUNJAB,30.966945,76.203448
111962,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Lubangarh BO,141115,BO,Delivery,LUDHIANA,PUNJAB,30.955309,76.194584
112031,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dhudhal Kalan BO,141119,BO,Delivery,LUDHIANA,PUNJAB,30.62241,75.94279
112032,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Ramgarh Sardaran BO,141119,BO,Delivery,LUDHIANA,PUNJAB,30.639726,75.903497
112033,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Assi Kalan BO,141203,BO,Delivery,LUDHIANA,PUNJAB,30.771098,75.799643
112034,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Lohgarh BO,141203,BO,Delivery,LUDHIANA,PUNJAB,30.447643,77.421428
112035,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Harion Kalan BO,141417,BO,Delivery,LUDHIANA,PUNJAB,30.118047,75.629214
112036,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Salaudi BO,141417,BO,Delivery,LUDHIANA,PUNJAB,30.751639,76.219667
112037,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Ghungrali Sikhan BO,141114,BO,Delivery,LUDHIANA,PUNJAB,30.812846,76.246784
112038,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Kotla Samashpur BO,141114,BO,Delivery,LUDHIANA,PUNJAB,30.825922,76.24465
112039,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rajewal BO,141114,BO,Delivery,LUDHIANA,PUNJAB,30.80162,76.195723
112040,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Shamspur BO,141114,BO,Delivery,LUDHIANA,PUNJAB,33.006763,73.695559
112041,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Bilga BO,141120,BO,Delivery,LUDHIANA,PUNJAB,31.050155,75.654659
112042,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Pawa BO,141120,BO,Delivery,LUDHIANA,PUNJAB,30.84657,75.947776
112043,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Lehal BO,141117,BO,Delivery,LUDHIANA,PUNJAB,31.154371,75.873729
112163,Punjab Circle,Punjab West Region,Gurdaspur Division,Khunda BO,143519,BO,Delivery,GURDASPUR,PUNJAB,31.93,75.34
112164,Punjab Circle,Punjab West Region,Gurdaspur Division,Langah BO,143519,BO,Delivery,GURDASPUR,PUNJAB,32.02,75.28
112165,Punjab Circle,Punjab West Region,Gurdaspur Division,Awankha BO,143531,BO,Delivery,GURDASPUR,PUNJAB,32.14,75.46
112166,Punjab Circle,Punjab West Region,Gurdaspur Division,Sahowal BO,143531,BO,Delivery,GURDASPUR,PUNJAB,32.08,75.47
112167,Punjab Circle,Punjab West Region,Gurdaspur Division,Islampur BO,143526,BO,Delivery,GURDASPUR,PUNJAB,32.13,75.31
112168,Punjab Circle,Punjab West Region,Gurdaspur Division,Chaunta BO,143533,BO,Delivery,GURDASPUR,PUNJAB,32.12,75.57
112169,Punjab Circle,Punjab West Region,Gurdaspur Division,Bham BO,143527,BO,Delivery,GURDASPUR,PUNJAB,31.77,75.46
112170,Punjab Circle,Punjab West Region,Gurdaspur Division,Bhambri BO,143527,BO,Delivery,GURDASPUR,PUNJAB,31.77,75.43
112171,Punjab Circle,Punjab West Region,Gurdaspur Division,Nainakot BO,143528,BO,Delivery,GURDASPUR,PUNJAB,31.88,75.43
120684,Punjab Circle,Punjab West Region,Faridkot Division,Moga HO,142001,HO,Delivery,MOGA,PUNJAB,30.81337,75.175565
121108,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Jagraon HO,142026,HO,Delivery,LUDHIANA,PUNJAB,30.7936111,75.4743333
121109,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Khanna HO,141401,HO,Delivery,LUDHIANA,PUNJAB,30.7029167,76.2244167
121408,Punjab Circle,Punjab West Region,Ferozpur Division,Ferozepur HO,152001,HO,Delivery,FIROZEPUR,PUNJAB,30.927546,74.610497
121779,Punjab Circle,DivReportingCircle,Ludhiana City Division,Ludhiana HO,141001,HO,Delivery,LUDHIANA,PUNJAB,30.9026389,75.83775
122617,Punjab Circle,Punjab West Region,Bhatinda Division,Bathinda HO,151001,HO,Delivery,BATHINDA,PUNJAB,30.2007123,74.9460617
122619,Punjab Circle,Punjab West Region,Gurdaspur Division,Batala HO,143505,HO,Delivery,GURDASPUR,PUNJAB,31.8075,75.19558
123315,Punjab Circle,Punjab West Region,Amritsar Division,Tarn Taran HO,143401,HO,Delivery,Tarn Taran,PUNJAB,31.457758,74.918607
123903,Punjab Circle,DivReportingCircle,Chandigarh Division,Ropar HO,140001,HO,Delivery,RUPNAGAR,PUNJAB,30.9666111,73.53025
123923,Punjab Circle,Punjab West Region,Gurdaspur Division,Gurdaspur HO,143521,HO,Delivery,GURDASPUR,PUNJAB,32.043274,75.39888
124549,Punjab Circle,DivReportingCircle,Patiala Division,Patiala HO,147001,HO,Delivery,PATIALA,PUNJAB,30.3345278,76.3858889
124553,Punjab Circle,DivReportingCircle,Patiala Division,Rajpura HO,140401,HO,Delivery,PATIALA,PUNJAB,30.4859722,76.5924722
125817,Punjab Circle,Punjab West Region,Amritsar Division,Amritsar GPO,143001,HO,Delivery,AMRITSAR,PUNJAB,31.638561,74.882557
126297,Punjab Circle,DivReportingCircle,Sangrur Division,Sangrur HO,148001,HO,Delivery,SANGRUR,PUNJAB,30.2455278,75.8443056
127015,Punjab Circle,Punjab West Region,Faridkot Division,Faridkot HO,151203,HO,Delivery,FARIDKOT,PUNJAB,30.666212,74.740482
134218,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 55 SO,160055,PO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,73.53025
134219,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 56 SO,160055,PO,Non Delivery,S.A.S Nagar,PUNJAB,30.7455,76.70415
134357,Punjab Circle,Punjab West Region,Jalandhar Division,Dakoha SO,144023,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
134358,Punjab Circle,Punjab West Region,Jalandhar Division,Dhanowali SO,144010,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
134359,Punjab Circle,Punjab West Region,Jalandhar Division,Goraya SO,144409,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
134360,Punjab Circle,Punjab West Region,Jalandhar Division,Jamsher SO,144020,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
134361,Punjab Circle,Punjab West Region,Jalandhar Division,Moron SO,144029,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
135440,Punjab Circle,Punjab West Region,Jalandhar Division,Aur SO,144417,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
135441,Punjab Circle,Punjab West Region,Jalandhar Division,Garcha SO,144518,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
135442,Punjab Circle,Punjab West Region,Jalandhar Division,Gulshan Bazar Nawanshahar SO,144514,PO,Non Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
135443,Punjab Circle,Punjab West Region,Jalandhar Division,Khankhana SO,144509,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
135444,Punjab Circle,Punjab West Region,Jalandhar Division,Lassara SO,144415,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
135445,Punjab Circle,Punjab West Region,Jalandhar Division,Mahil Gailan SO,144506,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
135446,Punjab Circle,Punjab West Region,Jalandhar Division,Naura SO,144508,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
135805,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 60 SO,160059,PO,Non Delivery,S.A.S Nagar,PUNJAB,30.73455,76.78615
135806,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 65 SO,160062,PO,Non Delivery,S.A.S Nagar,PUNJAB,30.6762222,76.7421111
136394,Punjab Circle,Punjab West Region,Jalandhar Division,Apra SO,144416,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
136395,Punjab Circle,Punjab West Region,Jalandhar Division,Kukar Pind SO,144024,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
136448,Punjab Circle,Punjab West Region,Hoshiarpur Division,Sarhala Kalan SO,146108,PO,Delivery,HOSHIARPUR,PUNJAB,31.515963,75.904004
136828,Punjab Circle,Punjab West Region,Jalandhar Division,Jalandhar City HO,144001,HO,Delivery,JALANDHAR,PUNJAB,31.327676,75.587791
136829,Punjab Circle,Punjab West Region,Jalandhar Division,Dosanjh Kalan SO,144502,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
136830,Punjab Circle,Punjab West Region,Jalandhar Division,Industrial Area Phillaur SO,144410,PO,Non Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
136837,Punjab Circle,Punjab West Region,Jalandhar Division,Ladhewali SO,144007,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
136838,Punjab Circle,Punjab West Region,Jalandhar Division,Millitary Hospital SO,144005,PO,Non Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
136845,Punjab Circle,Punjab West Region,Jalandhar Division,Behram SO,144504,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
136846,Punjab Circle,Punjab West Region,Jalandhar Division,Ladhana Jhikka SO,144510,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
136847,Punjab Circle,Punjab West Region,Jalandhar Division,N R Banga SO,144505,PO,Non Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
136928,Punjab Circle,Punjab West Region,Kapurthala Division,Kapurthala HO,144601,HO,Delivery,KAPURTHALA,PUNJAB,31.3721893,75.3777881
136929,Punjab Circle,Punjab West Region,Kapurthala Division,Phagwara HO,144401,HO,Delivery,KAPURTHALA,PUNJAB,31.2529039,75.7614479
136943,Punjab Circle,Punjab West Region,Hoshiarpur Division,Sham Chaurasi SO,144105,PO,Delivery,HOSHIARPUR,PUNJAB,31.515963,75.904004
136944,Punjab Circle,Punjab West Region,Hoshiarpur Division,Tuto Mazara SO,146109,PO,Delivery,HOSHIARPUR,PUNJAB,31.515963,75.904004
137334,Punjab Circle,Punjab West Region,Gurdaspur Division,Bhagowal SO,143511,PO,Delivery,GURDASPUR,PUNJAB,31.9,75.17
137335,Punjab Circle,Punjab West Region,Gurdaspur Division,Kala Afgana SO,143513,PO,Delivery,GURDASPUR,PUNJAB,31.89,75.04
137481,Punjab Circle,Punjab West Region,Hoshiarpur Division,Dasuya HO,144205,HO,Delivery,HOSHIARPUR,PUNJAB,31.81726,75.657304
137487,Punjab Circle,Punjab West Region,Ferozpur Division,Talwandi Bhai SO,142050,PO,Delivery,FIROZEPUR,PUNJAB,30.927546,74.610497
137488,Punjab Circle,Punjab West Region,Ferozpur Division,Zira SO,142047,PO,Delivery,FIROZEPUR,PUNJAB,30.9685,74.9881
137491,Punjab Circle,Punjab West Region,Jalandhar Division,Banga SO,144505,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
137492,Punjab Circle,Punjab West Region,Jalandhar Division,Kahma SO,144512,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
137493,Punjab Circle,Punjab West Region,Jalandhar Division,Langroya SO,144516,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
138224,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 59 SO,160059,PO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,73.53025
138225,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 62 SO,160062,PO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,73.53025
138235,Punjab Circle,DivReportingCircle,Chandigarh Division,Baltana SO,140604,PO,Delivery,S.A.S Nagar,PUNJAB,30.6703333,76.8320556
138236,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 61 SO,160062,PO,Non Delivery,S.A.S Nagar,PUNJAB,30.72589,76.75787
138377,Punjab Circle,Punjab West Region,Gurdaspur Division,Kahnuwan SO,143528,PO,Delivery,GURDASPUR,PUNJAB,32.043274,75.39888
138562,Punjab Circle,Punjab West Region,Hoshiarpur Division,Hoshiarpur HO,146001,HO,Delivery,HOSHIARPUR,PUNJAB,31.515963,75.904004
138564,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bhanowal SO,144213,PO,Delivery,HOSHIARPUR,PUNJAB,31.81726,75.657304
138972,Punjab Circle,Punjab West Region,Gurdaspur Division,Aliwal SO,143507,PO,Delivery,GURDASPUR,PUNJAB,31.83,75.12
138973,Punjab Circle,Punjab West Region,Gurdaspur Division,Batala City SO,143505,PO,Non Delivery,GURDASPUR,PUNJAB,31.8075,75.19558
138974,Punjab Circle,Punjab West Region,Gurdaspur Division,Ghoman SO,143514,PO,Delivery,GURDASPUR,PUNJAB,31.69,75.38
138975,Punjab Circle,Punjab West Region,Gurdaspur Division,Govt Poly Tech Batala SO,143506,PO,Delivery,GURDASPUR,PUNJAB,31.8075,75.19558
138976,Punjab Circle,Punjab West Region,Gurdaspur Division,Naushera Majja Singh SO,143518,PO,Delivery,GURDASPUR,PUNJAB,31.9,75.28
138977,Punjab Circle,Punjab West Region,Gurdaspur Division,Behrampur SO,143532,PO,Delivery,GURDASPUR,PUNJAB,32.13,75.39888
138978,Punjab Circle,Punjab West Region,Gurdaspur Division,Gurdaspur Kutchery SO,143521,PO,Non Delivery,GURDASPUR,PUNJAB,32.043274,75.39888
138979,Punjab Circle,Punjab West Region,Gurdaspur Division,Harchowal SO,143527,PO,Delivery,GURDASPUR,PUNJAB,32.043274,75.39888
138980,Punjab Circle,Punjab West Region,Gurdaspur Division,Sohal SO,143520,PO,Delivery,GURDASPUR,PUNJAB,32.043274,75.39888
139212,Punjab Circle,Punjab West Region,Ferozpur Division,Mudki SO,142060,PO,Delivery,FIROZEPUR,PUNJAB,30.927546,74.610497
139213,Punjab Circle,Punjab West Region,Ferozpur Division,Nihal Khera SO,152122,PO,Delivery,FAZILKA,PUNJAB,30.2451,74.1298
139214,Punjab Circle,Punjab West Region,Ferozpur Division,SBS Engg Colleger Ferozpeur SO,152004,PO,Delivery,FIROZEPUR,PUNJAB,30.927546,74.610497
139215,Punjab Circle,Punjab West Region,Ferozpur Division,Sabzi Mandi Ferozepur City SO,152002,PO,Non Delivery,FIROZEPUR,PUNJAB,30.927546,74.610497
139216,Punjab Circle,Punjab West Region,Ferozpur Division,Sherkhan Wala SO,152005,PO,Delivery,FIROZEPUR,PUNJAB,30.927546,74.610497
139279,Punjab Circle,Punjab West Region,Hoshiarpur Division,Saroa SO,144524,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.515963,75.904004
139280,Punjab Circle,Punjab West Region,Jalandhar Division,Dosanjh Khurd SO,144511,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
139281,Punjab Circle,Punjab West Region,Jalandhar Division,Jadla SO,144515,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
139282,Punjab Circle,Punjab West Region,Jalandhar Division,Kultham SO,144501,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
139283,Punjab Circle,Punjab West Region,Jalandhar Division,Mokandpur SO,144507,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
139284,Punjab Circle,Punjab West Region,Jalandhar Division,Musapur SO,144513,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
139285,Punjab Circle,Punjab West Region,Jalandhar Division,Bara Pind SO,144418,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
139286,Punjab Circle,Punjab West Region,Jalandhar Division,BSF Campus SO,144006,PO,Non Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
139287,Punjab Circle,Punjab West Region,Jalandhar Division,Dayalpur SO Jalandhar,144419,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
139295,Punjab Circle,Punjab West Region,Jalandhar Division,Jalandhar Cantt HO,144005,HO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
139848,Punjab Circle,Punjab West Region,Ferozpur Division,Sadar Bazar SO Firozpur,152001,PO,Non Delivery,FIROZEPUR,PUNJAB,30.927546,74.610497
139849,Punjab Circle,Punjab West Region,Ferozpur Division,Sitto SO,152118,PO,Delivery,FAZILKA,PUNJAB,30.927546,74.610497
139850,Punjab Circle,Punjab West Region,Ferozpur Division,Railway Road Mandi  Ladhuka,152020,PO,Delivery,FAZILKA,PUNJAB,30.5013,74.12
139851,Punjab Circle,Punjab West Region,Ferozpur Division,New Judicial Court Complex Fazilka,152123,PO,Non Delivery,FAZILKA,PUNJAB,30.41,74.07
139852,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bhambotar SO,144224,PO,Delivery,HOSHIARPUR,PUNJAB,31.81726,75.657304
139853,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bhangala SO,144306,PO,Delivery,HOSHIARPUR,PUNJAB,31.81726,75.657304
139966,Punjab Circle,Punjab West Region,Gurdaspur Division,Dalhousie Road Pathankot SO,145001,PO,Non Delivery,PATHANKOT,PUNJAB,32.26,75.66
139967,Punjab Circle,Punjab West Region,Gurdaspur Division,Dunera SO,145022,PO,Delivery,PATHANKOT,PUNJAB,32.44,75.89
139968,Punjab Circle,Punjab West Region,Gurdaspur Division,Shahpur Kandi Township SO,145029,PO,Delivery,PATHANKOT,PUNJAB,32.043274,75.39888
140461,Punjab Circle,Punjab West Region,Gurdaspur Division,Dera Baba Nanak SO,143604,PO,Delivery,GURDASPUR,PUNJAB,32.03,75.03
140462,Punjab Circle,Punjab West Region,Gurdaspur Division,Fatehgarh Churian SO,143602,PO,Delivery,GURDASPUR,PUNJAB,31.87,74.96
140463,Punjab Circle,Punjab West Region,Gurdaspur Division,Guru Nanak Nagar SO Gurdaspur,143505,PO,Non Delivery,GURDASPUR,PUNJAB,31.83,75.21
140464,Punjab Circle,Punjab West Region,Gurdaspur Division,Krishna Nagar Batala SO,143505,PO,Non Delivery,GURDASPUR,PUNJAB,31.82,75.2
140465,Punjab Circle,Punjab West Region,Gurdaspur Division,Dinanagar SO,143531,PO,Delivery,GURDASPUR,PUNJAB,32.13,75.47
140466,Punjab Circle,Punjab West Region,Gurdaspur Division,Marara SO,143525,PO,Delivery,GURDASPUR,PUNJAB,32.043274,75.39888
140467,Punjab Circle,Punjab West Region,Gurdaspur Division,Tibber SO,143529,PO,Delivery,GURDASPUR,PUNJAB,32.043274,75.39888
140517,Punjab Circle,Punjab West Region,Gurdaspur Division,Dhangu Road Pathankot SO,145001,PO,Non Delivery,PATHANKOT,PUNJAB,32.26,75.64
140518,Punjab Circle,Punjab West Region,Gurdaspur Division,Khanpur Chowk Pathankot SO,145001,PO,Non Delivery,PATHANKOT,PUNJAB,32.043274,75.39888
140519,Punjab Circle,Punjab West Region,Gurdaspur Division,Malakpur SO,145025,PO,Delivery,PATHANKOT,PUNJAB,32.043274,75.39888
140782,Punjab Circle,Punjab West Region,Ferozpur Division,Nai Abadi Abohar SO,152116,PO,Non Delivery,FAZILKA,PUNJAB,30.927546,74.610497
140783,Punjab Circle,Punjab West Region,Ferozpur Division,New Grain Market Abohar SO,152116,PO,Non Delivery,FAZILKA,PUNJAB,30.927546,74.610497
140784,Punjab Circle,Punjab West Region,Ferozpur Division,Industrial Area Ferozepur city,152002,PO,Non Delivery,FIROZEPUR,PUNJAB,30.95,74.62
140787,Punjab Circle,Punjab West Region,Kapurthala Division,Nangal Ambian SO,144703,PO,Delivery,JALANDHAR,PUNJAB,31.3810505,76.3810792
140788,Punjab Circle,Punjab West Region,Kapurthala Division,Shahkot SO,144702,PO,Delivery,JALANDHAR,PUNJAB,31.3092705,75.378467
140789,Punjab Circle,Punjab West Region,Kapurthala Division,RURKA KALAN SO,144031,PO,Delivery,JALANDHAR,PUNJAB,31.52747,75.8066
140790,Punjab Circle,Punjab West Region,Kapurthala Division,Malsian SO,144701,PO,Delivery,JALANDHAR,PUNJAB,31.382075,75.384029
140791,Punjab Circle,Punjab West Region,Kapurthala Division,Mehatpur SO Jalandhar,144041,PO,Delivery,JALANDHAR,PUNJAB,31.4078,76.3435
141581,Punjab Circle,Punjab West Region,Gurdaspur Division,Dhianpur SO,143605,PO,Delivery,GURDASPUR,PUNJAB,31.92,75.07
141582,Punjab Circle,Punjab West Region,Gurdaspur Division,Kalanaur SO Gurdaspur,143512,PO,Delivery,GURDASPUR,PUNJAB,31.01,75.15
141583,Punjab Circle,Punjab West Region,Gurdaspur Division,Nehru Gate Batala SO,143505,PO,Non Delivery,GURDASPUR,PUNJAB,31.8075,75.19558
141584,Punjab Circle,Punjab West Region,Gurdaspur Division,Qadian SO,143516,PO,Delivery,GURDASPUR,PUNJAB,31.82,75.38
141585,Punjab Circle,Punjab West Region,Gurdaspur Division,Srihargobindpur SO,143515,PO,Delivery,GURDASPUR,PUNJAB,31.69,75.48
141586,Punjab Circle,Punjab West Region,Gurdaspur Division,Judicial Complex Batala SO,143505,PO,Non Delivery,GURDASPUR,PUNJAB,31.831748,75.222903
141587,Punjab Circle,Punjab West Region,Gurdaspur Division,Bhattian SO,143517,PO,Delivery,GURDASPUR,PUNJAB,31.86,75.46
141588,Punjab Circle,Punjab West Region,Gurdaspur Division,Dhariwal SO,143519,PO,Delivery,GURDASPUR,PUNJAB,31.96,75.32
141589,Punjab Circle,Punjab West Region,Gurdaspur Division,Dorangla SO,143526,PO,Delivery,GURDASPUR,PUNJAB,32.11,75.3
141590,Punjab Circle,Punjab West Region,Gurdaspur Division,Tibri SO,143530,PO,Delivery,GURDASPUR,PUNJAB,32.043274,75.39888
141604,Punjab Circle,Punjab West Region,Gurdaspur Division,Abrol Nagar Pathankot SO,145001,PO,Non Delivery,PATHANKOT,PUNJAB,32.043274,75.39888
141605,Punjab Circle,Punjab West Region,Gurdaspur Division,Bamial SO,145027,PO,Delivery,PATHANKOT,PUNJAB,32.29,75.38
141606,Punjab Circle,Punjab West Region,Gurdaspur Division,Beacon Pathankot SO,145001,PO,Non Delivery,PATHANKOT,PUNJAB,32.26,75.61
141607,Punjab Circle,Punjab West Region,Gurdaspur Division,Dhaki Road Pathankot SO,145001,PO,Non Delivery,PATHANKOT,PUNJAB,32.27,75.64
141608,Punjab Circle,Punjab West Region,Gurdaspur Division,Gharota SO,143533,PO,Delivery,PATHANKOT,PUNJAB,32.15,75.58
141609,Punjab Circle,Punjab West Region,Gurdaspur Division,Mission Road Pathankot SO,145001,PO,Non Delivery,PATHANKOT,PUNJAB,32.043274,75.39888
141712,Punjab Circle,Punjab West Region,Kapurthala Division,Nakoder SO,144040,PO,Delivery,JALANDHAR,PUNJAB,31.127,75.4818
141713,Punjab Circle,Punjab West Region,Kapurthala Division,Shankar SO,144042,PO,Delivery,JALANDHAR,PUNJAB,31.52747,75.8066
141714,Punjab Circle,Punjab West Region,Kapurthala Division,SIDHWAN R S SO,144044,PO,Delivery,JALANDHAR,PUNJAB,31.52747,75.8066
141715,Punjab Circle,Punjab West Region,Kapurthala Division,NEW JUDICIAL COURT COMPLEX NAKODAR SO,144040,PO,Non Delivery,JALANDHAR,PUNJAB,31.127,75.4817
141716,Punjab Circle,Punjab West Region,Kapurthala Division,Bundala SO Jalandhar,144034,PO,Delivery,JALANDHAR,PUNJAB,31.1398555,75.6734081
141717,Punjab Circle,Punjab West Region,Kapurthala Division,Partappura SO,144035,PO,Delivery,JALANDHAR,PUNJAB,31.21781,75.76939
141718,Punjab Circle,Punjab West Region,Kapurthala Division,Pasla SO,144037,PO,Delivery,JALANDHAR,PUNJAB,31.52747,75.8066
141719,Punjab Circle,Punjab West Region,Kapurthala Division,SARHALI SO,144633,PO,Delivery,JALANDHAR,PUNJAB,31.1846339,75.6850359
141720,Punjab Circle,Punjab West Region,Kapurthala Division,SARIH SO,144043,PO,Delivery,JALANDHAR,PUNJAB,31.217805,75.769395
141833,Punjab Circle,Punjab West Region,Gurdaspur Division,Civil Court Pathankot SO,145001,PO,Non Delivery,PATHANKOT,PUNJAB,32.27,75.6
141834,Punjab Circle,Punjab West Region,Gurdaspur Division,Madhopur SO Gurdaspur,145024,PO,Delivery,PATHANKOT,PUNJAB,32.043274,75.39888
141835,Punjab Circle,Punjab West Region,Gurdaspur Division,Mirthal SO,145101,PO,Delivery,PATHANKOT,PUNJAB,32.043274,75.39888
141836,Punjab Circle,Punjab West Region,Gurdaspur Division,Narot Jailmal Singh SO,145026,PO,Delivery,PATHANKOT,PUNJAB,32.043274,75.39888
141837,Punjab Circle,Punjab West Region,Gurdaspur Division,Pathankot SO,145001,PO,Delivery,PATHANKOT,PUNJAB,32.27,75.62
141838,Punjab Circle,Punjab West Region,Gurdaspur Division,Sujanpur SO Gurdaspur,145023,PO,Delivery,PATHANKOT,PUNJAB,32.043274,75.39888
